Credit Policy,Purpose,Interest Rate,Installments,Log Annual Income,Annual Income,Debt to Income Ratio,FICO Score,FICO Score Bucket,Days with Credit Line,Revolving Balance,Revolving Utilization,Inquiries Last 6 Months,Delinquencies 2 Years,Public Records,Not Fully Paid,,,,
1,Home Improvement,10.99%,$491.03,12.27839331,"$215,000.00",0.41%,752,751-800,4600,"$2,583.00",15.90%,0,0,0,0,,,,
1,Credit Card,11.36%,$41.97,10.71441777,"$45,000.00",18.83%,692,651-700,5190,"$9,961.00",85.90%,1,0,0,0,,,,
1,Credit Card,10.99%,$621.97,10.81977828,"$50,000.00",24.53%,727,701-750,2430,"$20,371.00",65.40%,0,0,0,0,,,,
1,All Other,15.33%,$522.43,11.35040654,"$85,000.00",22.63%,682,651-700,3660,"$21,180.00",96.70%,2,0,0,1,,,,
1,Major Purchase,7.51%,$130.66,10.59663473,"$40,000.00",15.57%,742,701-750,2340,"$1,801.00",62.10%,2,0,0,0,,,,
1,Debt Consolidation,14.96%,$242.53,10.04324949,"$23,000.00",17.06%,672,651-700,1422,"$9,707.00",46.20%,3,0,0,0,,,,
1,Debt Consolidation,12.73%,$402.80,11.40756495,"$90,000.00",22.75%,697,651-700,5010,"$42,632.00",45.90%,3,0,0,0,,,,
1,All Other,7.14%,$111.39,10.83958091,"$51,000.00",22.38%,747,701-750,10350,"$24,809.00",62.50%,3,0,0,0,,,,
1,All Other,10.25%,$323.85,10.18111929,"$26,400.00",15.45%,722,701-750,2610,"$2,429.00",81.00%,3,0,0,0,,,,
1,Home Improvement,10.25%,$129.54,11.19134184,"$72,500.00",22.23%,712,701-750,4830,"$33,317.00",44.60%,0,0,0,0,,,,
1,Debt Consolidation,10.99%,$549.95,10.45791849,"$34,819.00",20.13%,722,701-750,2220,"$10,887.00",57.30%,0,0,0,0,,,,
1,Debt Consolidation,13.11%,$438.69,11.06663836,"$64,000.00",18.68%,707,701-750,1800,"$15,362.00",49.90%,3,0,0,0,,,,
1,Debt Consolidation,11.36%,$65.83,10.95080655,"$57,000.00",15.26%,687,651-700,4740,"$23,068.00",84.80%,1,0,0,0,,,,
1,Debt Consolidation,10.99%,$180.05,10.79712359,"$48,880.00",19.79%,697,651-700,3060,"$6,035.00",23.90%,0,0,0,0,,,,
1,Debt Consolidation,13.11%,$506.18,11.3736634,"$87,000.00",11.24%,692,651-700,7800,"$17,354.00",38.20%,1,0,0,0,,,,
1,Debt Consolidation,12.73%,$268.53,12.94800999,"$420,000.00",2.01%,702,701-750,3660,"$10,572.00",56.20%,1,0,0,0,,,,
1,Debt Consolidation,10.99%,$327.36,11.15625052,"$70,000.00",6.69%,712,701-750,6030,"$12,529.00",67.70%,0,0,0,0,,,,
1,Debt Consolidation,20.90%,$771.28,11.14186178,"$69,000.00",24.52%,662,651-700,3660,"$16,491.00",99.90%,1,1,0,1,,,,
1,Major Purchase,10.62%,$260.48,10.96876709,"$58,033.00",7.42%,762,751-800,2280,$970.00,5.90%,1,0,0,0,,,,
1,Debt Consolidation,11.36%,$789.87,11.50287513,"$99,000.00",19.79%,732,701-750,4650,"$21,459.00",52.00%,0,0,0,0,,,,
1,Debt Consolidation,14.22%,$685.69,12.28303369,"$216,000.00",12.04%,692,651-700,6180,"$42,465.00",63.10%,0,0,0,0,,,,
1,Major Purchase,14.59%,$327.42,9.994241916,"$21,900.00",11.41%,692,651-700,5239,$144.00,28.80%,1,0,0,0,,,,
1,Major Purchase,14.22%,$368.56,10.1266311,"$25,000.00",11.38%,677,651-700,1470,"$7,634.00",50.90%,0,0,0,0,,,,
1,Major Purchase,7.14%,$111.39,11.03488966,"$62,000.00",16.51%,732,701-750,4290,"$22,646.00",65.30%,1,0,0,0,,,,
1,Major Purchase,9.88%,$128.85,9.472704636,"$13,000.00",17.54%,732,701-750,2010,"$4,853.00",68.40%,3,0,0,0,,,,
1,Credit Card,16.07%,$879.85,11.77528973,"$130,000.00",19.62%,697,651-700,8910,"$61,165.00",91.30%,0,0,0,0,,,,
1,Debt Consolidation,14.96%,$346.47,10.62132735,"$41,000.00",16.42%,687,651-700,6701,"$16,591.00",15.30%,0,1,0,0,,,,
1,Debt Consolidation,13.48%,$720.89,10.70211124,"$44,449.60",17.68%,702,701-750,4860,"$19,484.00",46.50%,0,0,0,0,,,,
1,Debt Consolidation,10.25%,$485.78,11.59910316,"$109,000.00",15.34%,747,701-750,4110,"$10,705.00",24.60%,2,0,0,0,,,,
1,Debt Consolidation,7.88%,$168.92,10.89673933,"$54,000.00",21.27%,727,701-750,5160,"$19,843.00",59.90%,0,0,0,0,,,,
1,Debt Consolidation,10.99%,$491.03,10.54534144,"$38,000.00",11.24%,717,701-750,3870,"$11,023.00",68.90%,2,0,0,0,,,,
1,Debt Consolidation,13.85%,$306.94,10.66895539,"$43,000.00",24.00%,697,651-700,2340,"$9,170.00",90.80%,1,0,0,0,,,,
1,All Other,13.11%,$404.94,10.46310334,"$35,000.00",13.71%,692,651-700,5910,"$8,896.00",54.60%,2,0,0,0,,,,
1,Educational,15.70%,$112.04,10.77895629,"$48,000.00",6.25%,682,651-700,1246,"$1,730.00",41.20%,0,1,0,0,,,,
1,All Other,7.88%,$156.41,11.46163217,"$95,000.00",10.77%,732,701-750,5880,"$10,949.00",29.00%,0,0,0,0,,,,
1,Debt Consolidation,14.96%,$519.70,11.47210347,"$96,000.00",12.85%,677,651-700,6513,"$20,027.00",44.40%,1,1,0,0,,,,
1,All Other,13.11%,$67.49,10.1266311,"$25,000.00",6.19%,717,701-750,4140,$0.00,0.00%,0,0,0,0,,,,
1,Debt Consolidation,13.48%,$203.55,10.49127422,"$36,000.00",14.77%,682,651-700,2280,"$2,662.00",30.60%,1,0,0,0,,,,
1,Credit Card,11.36%,$184.31,10.71441777,"$45,000.00",20.11%,712,701-750,2340,"$14,949.00",87.90%,0,0,0,0,,,,
1,Debt Consolidation,16.07%,$563.11,11.09741002,"$66,000.00",22.98%,697,651-700,4620,"$35,229.00",95.30%,0,0,0,0,,,,
1,All Other,15.33%,$278.63,10.49127422,"$36,000.00",8.47%,662,651-700,2389,"$5,618.00",65.30%,2,0,0,0,,,,
1,Home Improvement,17.19%,$142.99,10.52406404,"$37,200.00",9.35%,667,651-700,4680,"$4,598.00",57.50%,0,0,0,1,,,,
1,Credit Card,10.99%,$392.83,11.2708539,"$78,500.00",14.14%,732,701-750,3198,$0.00,0.00%,1,0,0,0,,,,
1,Major Purchase,14.96%,$242.53,10.5865844,"$39,600.00",9.18%,682,651-700,2520,$0.00,0.00%,1,1,0,0,,,,
1,All Other,7.51%,$93.33,10.08580911,"$24,000.00",5.55%,727,701-750,2040,"$4,296.00",20.40%,0,0,0,1,,,,
1,Home Improvement,10.99%,$327.36,11.15625052,"$70,000.00",17.04%,707,701-750,2280,"$2,578.00",25.30%,2,0,0,0,,,,
1,Credit Card,15.70%,$849.02,11.54248427,"$103,000.00",16.90%,687,651-700,7620,"$66,520.00",91.10%,0,0,0,0,,,,
1,Debt Consolidation,10.25%,$38.87,11.23681617,"$75,873.00",13.36%,702,701-750,4835,"$6,101.00",68.60%,1,0,0,0,,,,
1,Debt Consolidation,12.73%,$268.53,10.13459927,"$25,200.00",15.43%,687,651-700,2928,"$1,359.00",52.30%,0,0,0,0,,,,
1,Small Business,15.33%,$870.71,11.1844214,"$72,000.00",18.05%,702,701-750,9540,"$35,998.00",87.40%,0,0,0,1,,,,
1,Debt Consolidation,14.96%,$346.47,10.46310334,"$35,000.00",18.65%,677,651-700,3870,"$22,680.00",76.90%,1,0,0,0,,,,
1,Major Purchase,13.48%,$33.93,11.38509209,"$88,000.00",10.34%,677,651-700,3810,"$30,435.00",93.60%,1,0,0,0,,,,
1,Debt Consolidation,15.33%,$844.59,11.49272276,"$98,000.00",19.00%,687,651-700,5340,"$14,206.00",55.90%,2,1,0,0,,,,
1,Debt Consolidation,15.70%,$350.11,10.32219789,"$30,400.00",21.00%,672,651-700,1740,"$6,760.00",85.60%,0,0,0,0,,,,
1,Educational,7.88%,$281.53,12.20607265,"$200,000.00",4.18%,737,701-750,6360,"$5,663.00",13.20%,2,1,0,1,,,,
1,Educational,7.51%,$217.77,9.655026193,"$15,600.00",11.38%,732,701-750,9840,"$5,291.00",67.00%,0,0,0,0,,,,
1,Major Purchase,10.25%,$97.16,10.6454249,"$42,000.00",0.44%,712,701-750,4080,"$3,752.00",42.20%,0,0,0,0,,,,
1,Major Purchase,14.59%,$861.63,10.77895629,"$48,000.00",3.95%,717,701-750,2430,$0.00,0.00%,2,0,0,1,,,,
1,Debt Consolidation,15.70%,$350.11,10.57928509,"$39,312.00",21.73%,662,651-700,2550,"$12,421.00",77.10%,0,0,0,0,,,,
1,Credit Card,11.36%,$658.23,11.88448902,"$145,000.00",11.27%,722,701-750,3570,"$35,713.00",60.80%,1,0,0,0,,,,
1,Debt Consolidation,13.11%,$404.94,11.00209984,"$60,000.00",8.88%,687,651-700,5970,"$8,502.00",57.40%,0,0,1,0,,,,
1,All Other,13.11%,$371.20,11.27720313,"$79,000.00",4.50%,692,651-700,3271,"$1,210.00",24.20%,0,0,0,0,,,,
1,Debt Consolidation,11.36%,$279.75,11.22524339,"$75,000.00",4.46%,697,651-700,3330,"$1,954.00",26.90%,0,1,0,0,,,,
1,Credit Card,10.99%,$720.18,12.02574909,"$167,000.00",7.26%,757,751-800,5220,"$29,740.00",57.20%,0,0,0,0,,,,
1,All Other,12.73%,$503.50,10.08580911,"$24,000.00",10.90%,722,701-750,1590,"$9,156.00",34.30%,1,0,0,1,,,,
1,Home Improvement,20.16%,$893.85,11.69524702,"$120,000.00",2.35%,667,651-700,6810,$366.00,4.30%,0,2,0,0,,,,
1,Debt Consolidation,11.36%,$822.78,11.81303006,"$135,000.00",20.51%,727,701-750,7596,"$43,567.00",76.80%,0,0,0,0,,,,
1,All Other,14.96%,$242.53,10.50278658,"$36,416.84",9.65%,662,651-700,3540,"$12,392.00",73.80%,1,0,0,1,,,,
1,Debt Consolidation,10.25%,$770.76,11.60823564,"$110,000.00",5.41%,772,751-800,5460,"$4,678.00",11.00%,2,0,0,0,,,,
1,Debt Consolidation,17.19%,$214.48,10.83958091,"$51,000.00",4.80%,667,651-700,2700,"$6,451.00",97.70%,0,0,0,0,,,,
1,Debt Consolidation,15.70%,$875.27,11.50791292,"$99,500.00",9.68%,717,701-750,5220,"$19,466.00",99.30%,0,0,0,0,,,,
1,All Other,6.76%,$147.70,11.48246626,"$97,000.00",13.40%,787,751-800,5490,"$80,723.00",27.10%,0,0,0,0,,,,
1,Home Improvement,10.62%,$545.38,11.47833402,"$96,600.00",10.20%,727,701-750,4890,"$22,627.00",47.70%,2,0,0,0,,,,
1,All Other,10.99%,$589.24,11.314133,"$81,972.00",22.82%,717,701-750,3750,"$18,940.00",72.20%,0,1,0,0,,,,
1,All Other,14.59%,$34.47,10.34817337,"$31,200.00",6.15%,682,651-700,1200,$681.00,52.40%,0,0,0,0,,,,
1,Debt Consolidation,15.33%,$870.71,11.27720313,"$79,000.00",13.96%,697,651-700,9721,"$26,018.00",43.90%,0,1,0,0,,,,
1,All Other,14.96%,$259.85,11.40756495,"$90,000.00",17.60%,667,651-700,6990,"$16,517.00",31.20%,0,0,0,0,,,,
1,Debt Consolidation,16.45%,$176.89,9.680344001,"$16,000.00",1.88%,677,651-700,1140,$981.00,65.40%,0,0,0,0,,,,
1,Small Business,13.85%,$272.84,10.6454249,"$42,000.00",10.83%,677,651-700,4740,"$5,485.00",76.20%,1,0,0,1,,,,
1,All Other,11.36%,$131.65,10.91871823,"$55,200.00",16.13%,687,651-700,6870,"$6,874.00",48.10%,0,1,0,0,,,,
1,Credit Card,10.99%,$327.36,10.08580911,"$24,000.00",16.15%,712,701-750,2520,"$6,940.00",49.70%,2,0,0,0,,,,
1,Small Business,12.73%,$134.27,10.77895629,"$48,000.00",11.68%,722,701-750,4596,$303.00,43.30%,0,1,0,1,,,,
1,Credit Card,14.96%,$415.76,10.4341158,"$34,000.00",9.78%,687,651-700,4710,"$9,261.00",95.50%,0,0,0,0,,,,
1,All Other,16.82%,$53.35,10.30895266,"$30,000.00",3.16%,662,651-700,1440,"$2,761.00",83.70%,0,0,0,0,,,,
1,Debt Consolidation,13.48%,$542.79,10.81977828,"$50,000.00",21.07%,697,651-700,2130,"$11,495.00",76.10%,1,0,1,1,,,,
1,Credit Card,7.88%,$344.09,10.97799019,"$58,570.72",10.14%,742,701-750,3375,"$16,687.00",72.60%,0,0,0,0,,,,
1,Debt Consolidation,14.22%,$102.86,11.77528973,"$130,000.00",0.60%,667,651-700,5940,"$3,100.00",73.80%,0,0,0,0,,,,
1,Credit Card,14.96%,$779.55,10.86856845,"$52,500.00",9.62%,722,701-750,6210,"$12,749.00",95.90%,0,0,0,0,,,,
1,Debt Consolidation,10.25%,$161.93,11.03488966,"$62,000.00",8.65%,717,701-750,3630,"$1,158.00",10.50%,2,0,0,0,,,,
1,Debt Consolidation,10.25%,$259.08,10.59663473,"$40,000.00",20.04%,717,701-750,4872,"$12,586.00",80.70%,0,0,0,0,,,,
1,All Other,9.88%,$322.11,11.50069093,"$98,784.00",14.32%,722,701-750,7425,"$31,844.00",61.20%,1,0,0,0,,,,
1,Debt Consolidation,7.14%,$247.52,11.08214255,"$65,000.00",16.82%,777,751-800,3750,"$9,191.00",19.00%,0,0,0,0,,,,
1,All Other,11.36%,$164.56,10.96819829,"$58,000.00",23.96%,687,651-700,4020,"$12,598.00",75.00%,1,0,0,1,,,,
1,Debt Consolidation,14.59%,$172.33,10.59663473,"$40,000.00",22.86%,692,651-700,5194,"$2,305.00",92.20%,1,0,1,0,,,,
1,All Other,15.70%,$112.04,10.76880073,"$47,515.00",2.32%,672,651-700,1444,"$2,340.00",38.40%,0,0,0,0,,,,
1,Debt Consolidation,13.48%,$169.63,10.49127422,"$36,000.00",11.90%,707,701-750,11280,"$12,487.00",81.10%,0,0,1,0,,,,
1,Debt Consolidation,11.36%,$164.56,10.71441777,"$45,000.00",6.51%,687,651-700,4620,"$5,971.00",67.90%,1,0,1,0,,,,
1,Home Improvement,15.70%,$343.11,11.40756495,"$90,000.00",4.93%,667,651-700,1740,"$3,221.00",27.30%,1,0,0,0,,,,
1,Major Purchase,10.62%,$358.16,10.94552949,"$56,700.00",10.48%,782,751-800,5400,$0.00,0.00%,0,0,0,0,,,,
1,Debt Consolidation,10.25%,$161.93,11.66134547,"$116,000.00",18.61%,707,701-750,6510,"$44,229.00",75.70%,0,0,0,0,,,,
1,Debt Consolidation,11.36%,$394.94,10.30895266,"$30,000.00",17.00%,707,701-750,2340,"$11,134.00",28.90%,3,0,0,1,,,,
1,All Other,11.36%,$32.92,9.764225485,"$17,400.00",0.00%,717,701-750,7170,$0.00,0.00%,1,0,1,0,,,,
1,Debt Consolidation,7.88%,$156.41,10.62132735,"$41,000.00",14.84%,722,701-750,3390,"$1,451.00",31.50%,0,0,0,1,,,,
1,Small Business,7.88%,$312.81,10.81977828,"$50,000.00",3.46%,757,751-800,5160,"$4,771.00",26.80%,1,0,0,0,,,,
1,Credit Card,16.07%,$879.85,12.28303369,"$216,000.00",14.23%,747,701-750,9150,"$59,308.00",32.90%,2,0,0,0,,,,
1,Debt Consolidation,9.88%,$386.53,11.47210347,"$96,000.00",9.26%,732,701-750,7290,"$10,836.00",63.00%,1,0,0,0,,,,
1,Debt Consolidation,17.93%,$238.38,11.77528973,"$130,000.00",2.34%,662,651-700,5880,"$7,261.00",84.40%,3,0,0,0,,,,
1,Major Purchase,7.14%,$154.70,11.51292546,"$100,000.00",3.14%,767,751-800,4205,"$3,204.00",7.60%,0,0,0,0,,,,
1,Debt Consolidation,10.62%,$156.29,9.574983486,"$14,400.00",3.33%,742,701-750,2520,"$1,977.00",23.80%,1,0,0,0,,,,
1,Debt Consolidation,13.11%,$674.90,10.96819829,"$58,000.00",8.30%,717,701-750,2730,"$18,339.00",84.20%,0,0,0,0,,,,
1,All Other,7.51%,$186.66,11.22765382,"$75,181.00",18.31%,742,701-750,5911,"$26,463.00",37.60%,0,0,0,0,,,,
1,All Other,6.76%,$103.08,10.87804719,"$53,000.00",23.55%,757,751-800,6330,"$18,350.00",29.90%,0,0,0,0,,,,
1,Home Improvement,10.62%,$651.20,11.46163217,"$95,000.00",1.53%,732,701-750,5040,"$3,818.00",15.60%,0,0,0,0,,,,
1,Debt Consolidation,13.48%,$407.09,10.83170686,"$50,600.00",15.68%,697,651-700,1590,"$3,792.00",55.80%,1,0,0,0,,,,
1,Major Purchase,10.99%,$621.97,11.1844214,"$72,000.00",11.68%,732,701-750,2760,"$12,284.00",20.80%,1,0,0,0,,,,
1,Small Business,7.88%,$112.61,10.71205943,"$44,894.00",11.79%,717,701-750,2820,"$1,773.00",20.90%,3,1,0,0,,,,
1,Debt Consolidation,16.82%,$248.94,9.862665558,"$19,200.00",12.63%,667,651-700,1560,"$5,063.00",55.00%,0,0,0,0,,,,
1,Small Business,10.99%,$65.48,11.04132055,"$62,400.00",23.42%,692,651-700,6030,"$55,809.00",89.30%,1,0,0,0,,,,
1,All Other,7.51%,$93.33,11.15625052,"$70,000.00",11.49%,747,701-750,3240,"$9,574.00",36.00%,4,0,0,0,,,,
1,Major Purchase,13.11%,$202.47,11.00209984,"$60,000.00",2.82%,687,651-700,3392,"$4,361.00",58.90%,2,2,0,0,,,,
1,Debt Consolidation,10.25%,$485.78,11.73606902,"$125,000.00",14.96%,737,701-750,8490,"$8,443.00",43.70%,0,0,0,1,,,,
1,All Other,12.73%,$201.40,10.95080655,"$57,000.00",7.73%,687,651-700,4680,$0.00,0.00%,0,1,2,0,,,,
1,All Other,16.07%,$879.85,11.81303006,"$135,000.00",20.88%,682,651-700,10620,"$13,018.00",68.40%,0,0,1,0,,,,
1,All Other,14.59%,$121.49,10.49127422,"$36,000.00",18.90%,662,651-700,8370,"$6,968.00",60.10%,0,0,1,0,,,,
1,Debt Consolidation,10.99%,$114.58,10.98529272,"$59,000.00",0.63%,697,651-700,4890,"$11,279.00",19.50%,1,1,0,0,,,,
1,All Other,13.11%,$168.73,10.26813067,"$28,800.00",20.04%,702,701-750,2070,$438.00,17.50%,0,0,0,0,,,,
1,Debt Consolidation,16.45%,$884.44,12.10071213,"$180,000.00",13.96%,687,651-700,9600,"$16,960.00",90.70%,1,0,1,1,,,,
1,Educational,11.36%,$52.66,10.1266311,"$25,000.00",0.96%,702,701-750,3210,$66.00,0.50%,2,0,1,0,,,,
1,Debt Consolidation,18.30%,$907.60,12.36734079,"$235,000.00",7.28%,672,651-700,6570,"$28,897.00",46.90%,1,1,0,1,,,,
1,Debt Consolidation,12.73%,$134.27,10.59663473,"$40,000.00",9.36%,697,651-700,4921,"$4,498.00",73.70%,3,0,0,0,,,,
1,All Other,14.22%,$428.56,10.46310334,"$35,000.00",12.75%,712,701-750,3450,$6.00,1.50%,0,0,0,0,,,,
1,Debt Consolidation,7.51%,$155.55,10.35469055,"$31,404.00",11.58%,737,701-750,2071,"$2,493.00",9.90%,2,0,0,0,,,,
1,Debt Consolidation,7.88%,$375.37,10.71441777,"$45,000.00",7.92%,757,751-800,8640,"$8,647.00",26.20%,1,0,0,0,,,,
1,Credit Card,10.99%,$818.38,11.3736634,"$87,000.00",22.83%,737,701-750,7350,"$42,752.00",39.20%,3,0,0,0,,,,
1,All Other,7.88%,$65.69,9.952277717,"$21,000.00",21.52%,752,751-800,1688,$564.00,7.60%,0,0,0,0,,,,
1,Credit Card,7.51%,$264.43,11.08214255,"$65,000.00",20.05%,757,751-800,2910,"$4,384.00",19.20%,3,0,0,0,,,,
1,Educational,14.22%,$411.41,11.22524339,"$75,000.00",17.56%,682,651-700,5581,"$17,233.00",91.20%,0,0,0,0,,,,
1,Credit Card,10.62%,$488.40,11.3736634,"$87,000.00",14.95%,732,701-750,5430,"$33,403.00",40.40%,2,0,0,0,,,,
1,Debt Consolidation,13.11%,$242.97,10.2791805,"$29,120.00",9.68%,697,651-700,4290,"$6,659.00",80.20%,0,0,1,0,,,,
1,Debt Consolidation,14.59%,$449.77,11.8493977,"$140,000.00",11.07%,677,651-700,5700,"$4,954.00",82.20%,1,0,1,0,,,,
1,Debt Consolidation,14.96%,$103.94,10.50506754,"$36,500.00",23.84%,677,651-700,1410,"$2,207.00",45.00%,1,0,0,0,,,,
1,Debt Consolidation,15.33%,$626.91,11.17043516,"$71,000.00",15.75%,692,651-700,4080,"$24,322.00",95.00%,1,0,0,1,,,,
1,All Other,10.25%,$323.85,11.15625052,"$70,000.00",9.09%,747,701-750,4170,"$2,205.00",24.50%,3,0,0,1,,,,
1,Home Improvement,15.70%,$280.09,10.87426647,"$52,800.00",7.36%,662,651-700,4770,"$10,973.00",87.80%,0,1,0,1,,,,
1,Debt Consolidation,11.36%,$493.67,10.79548559,"$48,800.00",17.61%,712,701-750,3330,"$28,261.00",70.00%,3,0,0,0,,,,
1,Debt Consolidation,13.85%,$511.56,11.81303006,"$135,000.00",19.29%,687,651-700,14671,"$24,341.00",87.20%,1,0,1,0,,,,
1,All Other,10.62%,$789.58,11.63691144,"$113,200.00",0.28%,797,751-800,7020,$633.00,1.10%,0,0,0,0,,,,
1,All Other,7.88%,$156.41,10.80559822,"$49,296.00",16.89%,727,701-750,5910,"$11,665.00",51.60%,0,0,0,0,,,,
1,Credit Card,7.51%,$62.22,10.51053203,"$36,700.00",21.02%,732,701-750,8643,"$9,184.00",21.20%,0,0,0,0,,,,
1,Debt Consolidation,12.73%,$184.62,10.60757467,"$40,440.00",22.91%,687,651-700,2642,"$13,778.00",72.10%,0,0,0,0,,,,
1,Debt Consolidation,7.51%,$311.10,10.95080655,"$57,000.00",8.97%,757,751-800,3780,"$13,150.00",50.00%,1,0,0,0,,,,
1,Credit Card,7.88%,$375.37,10.37349118,"$32,000.00",11.93%,767,751-800,3600,"$13,405.00",27.00%,0,0,0,0,,,,
1,Credit Card,10.62%,$105.82,10.71441777,"$45,000.00",17.23%,707,701-750,4290,"$10,696.00",24.50%,3,0,0,0,,,,
1,All Other,10.99%,$245.52,10.79259207,"$48,659.00",6.83%,722,701-750,5253,"$14,058.00",73.60%,1,0,0,0,,,,
1,Credit Card,6.76%,$193.85,11.65268741,"$115,000.00",6.25%,777,751-800,5160,"$12,345.00",17.40%,1,0,0,0,,,,
1,Credit Card,11.36%,$526.58,10.71441777,"$45,000.00",8.83%,727,701-750,3457,"$12,142.00",62.30%,0,0,0,1,,,,
1,Credit Card,10.25%,$582.93,11.03488966,"$62,000.00",6.85%,757,751-800,3842,"$8,793.00",24.10%,4,0,0,1,,,,
1,Debt Consolidation,10.25%,$466.35,11.22524339,"$75,000.00",5.54%,722,701-750,4472,"$10,387.00",59.70%,0,0,0,0,,,,
1,Debt Consolidation,13.11%,$269.96,10.91508846,"$55,000.00",6.37%,687,651-700,3270,"$10,039.00",69.20%,0,0,0,0,,,,
1,All Other,10.62%,$130.24,10.80992995,"$49,510.00",11.96%,752,751-800,5856,$0.00,0.00%,0,0,0,0,,,,
1,Credit Card,13.11%,$269.96,10.77895629,"$48,000.00",8.40%,682,651-700,3750,"$9,168.00",77.70%,1,0,0,0,,,,
1,Small Business,10.25%,$518.16,13.30468493,"$600,000.00",4.61%,732,701-750,7440,"$12,997.00",65.70%,0,0,0,0,,,,
1,Major Purchase,12.73%,$167.84,10.91508846,"$55,000.00",7.77%,687,651-700,4230,"$10,375.00",83.70%,0,0,0,0,,,,
1,Debt Consolidation,7.88%,$375.37,10.55330961,"$38,304.00",15.29%,747,701-750,3780,"$15,631.00",24.60%,0,0,0,0,,,,
1,All Other,7.14%,$145.42,11.69524702,"$120,000.00",14.78%,767,751-800,8580,"$73,708.00",25.50%,0,0,0,0,,,,
1,Debt Consolidation,11.36%,$394.94,10.42228135,"$33,600.00",16.82%,712,701-750,1770,"$8,169.00",64.80%,0,0,0,0,,,,
1,Debt Consolidation,7.14%,$100.56,10.57131693,"$39,000.00",22.65%,742,701-750,2730,"$24,455.00",52.90%,2,0,0,1,,,,
1,Debt Consolidation,14.22%,$617.12,11.14186178,"$69,000.00",17.57%,682,651-700,3121,"$26,364.00",57.80%,0,0,0,0,,,,
1,Debt Consolidation,13.11%,$160.29,11.35040654,"$85,000.00",18.49%,682,651-700,9300,"$10,979.00",86.40%,3,0,0,1,,,,
1,Small Business,14.96%,$346.47,11.08214255,"$65,000.00",20.77%,667,651-700,4020,"$9,710.00",58.10%,2,0,0,0,,,,
1,Credit Card,11.36%,$822.78,11.41861479,"$91,000.00",22.59%,727,701-750,4650,"$44,808.00",65.80%,0,0,0,0,,,,
1,Debt Consolidation,10.25%,$453.39,11.04292184,"$62,500.00",15.27%,722,701-750,4500,"$6,485.00",37.50%,2,0,0,0,,,,
1,Major Purchase,7.51%,$202.22,10.62132735,"$41,000.00",16.80%,747,701-750,6750,"$6,238.00",14.90%,1,0,0,0,,,,
1,Educational,7.14%,$241.33,10.49127422,"$36,000.00",15.27%,792,751-800,7650,"$4,249.00",21.40%,0,0,0,0,,,,
1,Debt Consolidation,15.33%,$870.71,12.61153775,"$300,000.00",16.16%,692,651-700,8220,"$89,620.00",76.60%,0,0,0,0,,,,
1,Debt Consolidation,9.88%,$483.16,11.51292546,"$100,000.00",4.12%,757,751-800,6750,"$8,361.00",12.10%,0,0,0,0,,,,
1,Debt Consolidation,10.25%,$226.70,10.73639668,"$46,000.00",23.77%,717,701-750,5309,"$14,685.00",89.80%,0,0,0,0,,,,
1,All Other,7.14%,$185.64,11.010316,"$60,495.00",13.43%,762,751-800,3690,"$7,537.00",23.10%,0,0,0,0,,,,
1,Debt Consolidation,7.51%,$410.65,10.85321306,"$51,700.00",17.80%,772,751-800,8340,"$6,294.00",33.50%,0,0,0,0,,,,
1,Small Business,10.99%,$261.89,10.53049493,"$37,440.00",14.36%,702,701-750,3540,"$4,836.00",62.80%,0,0,0,0,,,,
1,All Other,10.25%,$129.54,10.16585182,"$26,000.00",1.85%,757,751-800,4620,"$1,495.00",49.80%,0,0,0,0,,,,
1,Credit Card,9.88%,$249.64,10.62132735,"$41,000.00",24.64%,722,701-750,5940,"$10,836.00",63.00%,3,0,0,0,,,,
1,Small Business,11.36%,$822.78,12.1281111,"$185,000.00",11.07%,727,701-750,4446,"$5,567.00",20.90%,0,0,0,0,,,,
1,Major Purchase,10.25%,$97.16,10.75790288,"$47,000.00",20.50%,702,701-750,5130,"$8,027.00",62.70%,0,0,0,0,,,,
1,Debt Consolidation,14.59%,$193.01,9.574983486,"$14,400.00",6.33%,687,651-700,1530,"$1,578.00",68.60%,0,0,0,1,,,,
1,Debt Consolidation,9.88%,$450.95,10.81977828,"$50,000.00",6.10%,742,701-750,3360,"$7,315.00",27.40%,1,0,0,0,,,,
1,Credit Card,13.11%,$728.89,12.20607265,"$200,000.00",7.98%,712,701-750,6330,"$34,804.00",79.60%,0,0,0,0,,,,
1,All Other,13.48%,$169.63,11.00209984,"$60,000.00",6.52%,682,651-700,1680,"$14,281.00",65.20%,0,0,0,0,,,,
1,Educational,9.88%,$386.53,10.59663473,"$40,000.00",5.16%,757,751-800,4505,"$1,117.00",2.60%,3,0,0,0,,,,
1,Debt Consolidation,9.88%,$467.06,10.49127422,"$36,000.00",24.40%,742,701-750,3120,"$9,752.00",55.70%,0,0,0,0,,,,
1,Debt Consolidation,13.11%,$371.20,11.55214618,"$104,000.00",11.88%,687,651-700,3630,"$9,637.00",46.70%,0,0,0,0,,,,
1,Small Business,10.99%,$818.38,10.79957558,"$49,000.00",17.88%,737,701-750,7680,"$5,947.00",14.00%,1,0,0,0,,,,
1,Debt Consolidation,15.33%,$435.36,11.22524339,"$75,000.00",0.64%,677,651-700,3810,"$1,161.00",23.70%,0,0,0,0,,,,
